Assistents_fora_de_Barcelona,Edicio,Titularitat,DataInici,DataFi,Assistents_a_Barcelona,Notes_Dades,Espai,Ambit,NomDelFestival,Organitzador,_id,Any,Tipus,Assistents,Nota
,25,Titularitat privada,2023-04-10T00:00:00,2023-10-31T00:00:00,,,Diversos espais de la ciutat,Audiovisuals,Festival de Cinema Jueu de Barcelona,Ass. festival de cinema jueu de Barcelona,131,2023,Festivals,,
,7,Consorci o fundació amb presència administracions públiques,2023-04-10T00:00:00,2023-07-10T00:00:00,518,,Biblioteques d'Horta Guinardó,Lletres,Festival Literatura en Trànsit,Biblioteques de Barcelona,132,2023,Festivals,,
,28,Titularitat privada,2023-05-10T00:00:00,2023-10-28T00:00:00,1604,,Diversos espais de la ciutat,Música,Festival LEM,Gràcia Territori Sonor,133,2023,Festivals,,
,12,Titularitat privada,2023-05-10T00:00:00,2023-05-10T00:00:00,,,Diversos espais de la ciutat,Multidisciplinaris i altres,Festival Mixtur,Assoc. Col·lectiu Mixtur,134,2023,Festivals,,
,3,Titularitat privada,2023-05-10T00:00:00,2023-08-10T00:00:00,640,,Barri de Poblenou,Audiovisuals,Festival Rellisquin,Taula Eix Pere IV,135,2023,Festivals,,
,16,Titularitat privada,2023-05-10T00:00:00,2023-08-10T00:00:00,7400,,Fira de Barcelona Montjuïc,Arts visuals,Swab Barcelona,Espacio de Arte Contemporaneo Diezy7,136,2023,Fires,,
,14,Ajuntament de Barcelona,2023-06-10T00:00:00,2023-12-28T00:00:00,23398,,Xarxa de centres cívics,Multidisciplinaris i altres,Barcelona Districte Cultural,Institut de Cultura. Ajuntament de Barcelona,137,2023,Festivals,,
,26,Titularitat privada,2023-06-10T00:00:00,2023-08-10T00:00:00,16470,,Fira de Barcelona Montjuïc,Multidisciplinaris i altres,BAUM Festival,Urban Line Concept,138,2023,Festivals,,
,2,Consorci o fundació amb presència administracions públiques,2023-06-10T00:00:00,2023-06-10T00:00:00,453,,Centre de Cultura Contemporània de Barcelona. CCCB,Multidisciplinaris i altres,Bivac,CCCB,139,2023,Festivals,,
,18,Titularitat privada,2023-06-10T00:00:00,2023-10-29T00:00:00,621,,Teatre La Puntual,Arts escèniques,Festival Internacional de Putxinel·lis d'Hivern,Teatre La Puntual,140,2023,Festivals,,
,3,Ajuntament de Barcelona,2023-07-10T00:00:00,2023-08-10T00:00:00,531,,Diversos espais de la ciutat,Multidisciplinaris i altres,Moujuïc,Institut de Cultura. Ajuntament de Barcelona,141,2023,Festivals,,
,3,Ajuntament de Barcelona,2023-07-10T00:00:00,2023-08-10T00:00:00,80000,,Parc de Montjuïc,Multidisciplinaris i altres,Viu Montjuïc,ICUB i Districte de Sants Montjuïc. Ajuntament de Barcelona. Activitats coorganitzades pels equipaments de Montjuïc i les entitats de l'entorn.,142,2023,Festivals,,
,,Titularitat privada,2023-09-10T00:00:00,2023-10-23T00:00:00,,,Diversos espais de la ciutat,Audiovisuals,NonStop Barcelona Animació,Assoc. Art NonStop,143,2023,Festivals,,
,2,Mixta,2023-11-10T00:00:00,2023-10-15T00:00:00,1156,,Diversos espais de la ciutat,Lletres,FLIB. Festival de Literatura Italiana a Barcelona,Biblioteques de Barcelona i Assoc. Cultural Le Nuvole,144,2023,Festivals,,
305,16,Titularitat privada,2023-11-10T00:00:00,2023-10-22T00:00:00,1622,,Diversos espais de la ciutat,Audiovisuals,IndiFest Festival de Cinema Indígena de Barcelona,AlterNativa Intercanvi amb Pobles Indígenes,145,2023,Festivals,,
,4,Titularitat privada,2023-12-10T00:00:00,2023-10-14T00:00:00,,,Disseny Hub Barcelona,Multidisciplinaris i altres,Fixing the Future,Atlas of the Future,146,2023,Festivals,,
,30,Titularitat privada,2023-10-13T00:00:00,2023-05-11T00:00:00,2728,,,Música,Ciutat Flamenco,Fund. Privada Taller de Músics,147,2023,Festivals,,
173,14,Titularitat privada,2023-10-14T00:00:00,2023-10-25T00:00:00,903,,Diversos espais de la ciutat,Lletres,Munt de Mots. Festival de Narració Oral de Barcelona,Assoc. Munt de Paraules,148,2023,Festivals,,
500,18,Titularitat privada,2023-10-16T00:00:00,2023-10-28T00:00:00,44500,,Diversos espais de la ciutat,Arts visuals,Barcelona Design Week City Festival,Barcelona Centre de Disseny,149,2023,Festivals,,
,10,Titularitat privada,2023-10-17T00:00:00,2023-10-21T00:00:00,7050,,Diversos espais de la ciutat,Audiovisuals,Serielizados Fest,"Kottbusser, S.L",150,2023,Festivals,,
220,11,Titularitat privada,2023-10-18T00:00:00,2023-10-22T00:00:00,1606,,Diversos espais de la ciutat,Audiovisuals,Choreoscope Barcelona Dance Film Festival,Associacio Choreoscope,151,2023,Festivals,,
,12,Mixta,2023-10-19T00:00:00,2023-03-11T00:00:00,,,Filmoteca de Catalunya,Audiovisuals,Cinema Alemany Actual,Goethe-Institut Barcelona (en col·laboració amb la Filmoteca de Catalunya),152,2023,Festivals,,
,22,Titularitat privada,2023-10-20T00:00:00,2023-10-23T00:00:00,2226,,Barri de Poblenou,Arts escèniques,Escena Poblenou,Assoc. Festival de creació contemporània Escena Poblenou,153,2023,Festivals,,
,6,Titularitat privada,2023-10-20T00:00:00,2023-10-22T00:00:00,100,,Centre LGTBI de Barcelona,Lletres,Qlit. Festival de Literatura Queer,Assoc. d'Escriptors en Llengua Catalana (AELC),154,2023,Festivals,,
71,19,Ajuntament de Barcelona,2023-10-21T00:00:00,2023-10-29T00:00:00,947,,Diversos espais de la ciutat,Arts escèniques,Festival Dansat,N54 Produccions,155,2023,Festivals,,
16523,14,Titularitat privada,2023-10-23T00:00:00,2023-10-24T00:00:00,60077,,Diversos espais de la ciutat,Arts visuals,48H Open House BCN,Assoc. 48h Open House Barcelona,156,2023,Festivals,,
,9,Titularitat privada,2023-10-24T00:00:00,2024-02-20T00:00:00,,,Sala Beckett,Lletres,Festival Alcools,Fund. Sala Beckett / Obrador Internacional de Dramatúrgia,157,2023,Festivals,,
,11,Titularitat privada,2023-10-25T00:00:00,2023-05-11T00:00:00,12666,,Diversos espais de la ciutat,Audiovisuals,Asian Film Festival,Casa Àsia,158,2023,Festivals,,
,13,Consorci o fundació amb presència administracions públiques,2023-10-25T00:00:00,2023-10-29T00:00:00,8462,,Centre de Cultura Contemporània de Barcelona. CCCB,Lletres,Kosmòpolis,CCCB,159,2023,Festivals,,
,11,Ajuntament de Barcelona,2023-10-25T00:00:00,2024-03-20T00:00:00,3995,,Xarxa de centres cívics,Audiovisuals,Pantalla Barcelona,Institut de Cultura. Ajuntament de Barcelona,160,2023,Festivals,,
,27,Titularitat privada,2023-10-26T00:00:00,2023-12-21T00:00:00,,,Barri Gòtic,Arts visuals,Drap-Art. Festival Internacional de Reciclatge Artístic de Catalunya,Associació Drap-Art,161,2023,Festivals,,
,21,Titularitat privada,2023-10-26T00:00:00,2023-05-11T00:00:00,35000,,Cinemes Aribau Multicines,Audiovisuals,Festival In-Edit,"Athletic Promotions 2005, SL.",162,2023,Festivals,,
,13,Ajuntament de Barcelona,2023-10-28T00:00:00,2023-10-29T00:00:00,8557,,Diversos espais de la ciutat,Arts visuals,Barcelona Dibuixa,Institut de Cultura. Ajuntament de Barcelona,163,2023,Festivals,,
,2,Titularitat privada,2023-10-28T00:00:00,2023-11-11T00:00:00,182,,Fundació Joan Brossa - Centre de les Arts Lliures,Arts escèniques,Festival TRO,Edicions Poncianes,164,2023,Festivals,,
,7,Titularitat privada,2023-10-28T00:00:00,2023-11-25T00:00:00,,,Diversos espais de la ciutat,Música,Hivernacle Pop Up Club Barcelona,Centris Events,165,2023,Festivals,,
400,,Titularitat privada,2023-02-11T00:00:00,2023-11-29T00:00:00,780,,Diversos espais de la ciutat,Arts escèniques,Festival IF Barcelona,Associació Interseccions,166,2023,Festivals,,
,17,Titularitat privada,2023-02-11T00:00:00,2023-12-11T00:00:00,1634,,Diversos espais de la ciutat,Audiovisuals,Mostra de cinema àrab I mediterrani de Catalunya,SODEPAU,167,2023,Festivals,,
36,21,Ajuntament de Barcelona,2023-03-11T00:00:00,2023-11-30T00:00:00,570,,Diversos espais de la ciutat,Música,(In)fusión Flamenca. Cicle de Flamenc al Besòs,Centre Cívic Besòs. Ajuntament de Barcelona,168,2023,Festivals,,
,7,Titularitat privada,2023-04-11T00:00:00,2023-01-12T00:00:00,,,Diversos espais de la ciutat,Música,Cruïlla Tardor,Barcelona Events Musicals,169,2023,Festivals,,
2311,16,Titularitat privada,2023-04-11T00:00:00,2023-11-15T00:00:00,12824,,Diversos espais de la ciutat,Audiovisuals,El Meu Primer Festival,Associació Cultural Modiband,170,2023,Festivals,,
,7,Titularitat privada,2023-04-11T00:00:00,2023-11-18T00:00:00,,,Diversos espais de la ciutat,Lletres,La setmana de l'àlbum,Asoc. de Editores de Libros Álbum,171,2023,Festivals,,
,12,Titularitat privada,2023-06-11T00:00:00,2023-11-11T00:00:00,8000,,Diversos espais de la ciutat,Multidisciplinaris i altres,MIRA,Associació Cultural Mira,172,2023,Festivals,,
,3,Ajuntament de Barcelona,2023-08-11T00:00:00,2023-12-11T00:00:00,6924,,Fabra i Coats Fàbrica de creació,Lletres,42. Festival de Gèneres Fantàstics de Barcelona,Institut de Cultura. Ajuntament de Barcelona,173,2023,Festivals,,
,29,Titularitat privada,2023-08-11T00:00:00,2023-11-17T00:00:00,,,Diversos espais de la ciutat,Multidisciplinaris i altres,La Setmana de la Ciència ,Fundació Catalana per a la Recerca i la Innovació (FCRI),174,2023,Festivals,,
,21,Titularitat privada,2023-09-11T00:00:00,2023-12-11T00:00:00,4000,,Barri del Raval,Multidisciplinaris i altres,Festival de Cultura Raval(s),Fundació Tot Raval,175,2023,Festivals,,
,2,Titularitat privada,2023-10-11T00:00:00,2023-11-11T00:00:00,,,Fira de Barcelona Montjuïc,Multidisciplinaris i altres,Festival Ubeat Live,Mediapro i Liga de Videojuegos Profesional,176,2023,Festivals,,
515,30,Titularitat privada,2023-10-11T00:00:00,2023-11-19T00:00:00,11986,,Diversos espais de la ciutat,Audiovisuals,L'Alternativa. Festival de Cinema Independent de Barcelona,La Fàbrica de Cinema Alternatiu,177,2023,Festivals,,
,10,Altres administracions públiques,2023-11-11T00:00:00,2023-11-17T00:00:00,1200,,Facultat de Filosofia de la Universitat de Barcelona,Multidisciplinaris i altres,Barcelona Pensa,Universitat de Barcelona,178,2023,Festivals,,
7915,19,Titularitat privada,2023-11-11T00:00:00,2023-11-26T00:00:00,2225,,Diversos espais de la ciutat,Arts escèniques,Festival elPetit,Rialles Espectacles Infantils i Juvenils,179,2023,Festivals,,
,10,Titularitat privada,2023-11-11T00:00:00,2023-11-19T00:00:00,206,,Antic Teatre,Multidisciplinaris i altres,INFLUX Festival. Vídeo a Escena,Habitual Video Team,180,2023,Festivals,,
,15,Titularitat privada,2023-11-14T00:00:00,2023-11-15T00:00:00,310,,Diversos espais de la ciutat,Música,BIS Festival,Associació Cultural BIS,181,2023,Festivals,,
500,21,Titularitat privada,2023-11-14T00:00:00,2023-11-24T00:00:00,118070,,Diversos espais de la ciutat,Arts visuals,Loop Festival,Screen Projects,182,2023,Festivals,,
2075,20,Altres administracions públiques,2023-11-15T00:00:00,2023-11-30T00:00:00,1737,,Diversos espais de la ciutat,Audiovisuals,Mostra de cinema espiritual de Catalunya,Direcció General d'Afers Religiosos. Departament de Justícia. Generalitat de Catalunya,183,2023,Festivals,,
,12,Ajuntament de Barcelona,2023-11-17T00:00:00,2023-11-19T00:00:00,32278,,Diversos espais de la ciutat,Multidisciplinaris i altres,DAU Barcelona,Institut de Cultura. Ajuntament de Barcelona,184,2023,Festivals,,
,4,Titularitat privada,2023-11-17T00:00:00,2023-12-15T00:00:00,,,Diversos espais de la ciutat,Multidisciplinaris i altres,Festival Dona Crea - Crea Mujer,Mercè Espelleta i Imma Manresa,185,2023,Festivals,,
,21,Titularitat privada,2023-11-20T00:00:00,2023-11-23T00:00:00,4200,,Diversos espais de la ciutat,Arts visuals,Loop Fair,Screen Projects,186,2023,Fires,,
,35,Mixta,2023-11-23T00:00:00,2023-11-26T00:00:00,614,,CC Cotxeres de Sants,Audiovisuals,Marató de Cinema Fantàstic i de Terror de Sants,"Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",187,2023,Festivals,,
,15,Mixta,2023-11-23T00:00:00,2023-11-25T00:00:00,,,Paral·lel 62,Música,Say it Loud,"Quesoni, Serveis Integrals per l'Espectacle",188,2023,Festivals,,
,14,Titularitat privada,2023-11-24T00:00:00,2023-11-26T00:00:00,178,,Lluïsos de Gràcia,Arts escèniques,Màgicus. Festival de Màgia Jove de Barcelona,Lluïsos de Gràcia,189,2023,Festivals,,
,10,Titularitat privada,2023-11-24T00:00:00,2023-11-24T00:00:00,20000,,Barri de Poblenou,Multidisciplinaris i altres,Poblenou Open Night,Poblenou Urban District,190,2023,Festivals,,
,6,Titularitat privada,2023-11-24T00:00:00,2023-03-12T00:00:00,4300,,Diversos espais de la ciutat,Audiovisuals,Reteena,Associació Reteena Audiovisual,191,2023,Festivals,,
,11,Titularitat privada,2023-11-27T00:00:00,2023-04-12T00:00:00,2081,,Diversos espais de la ciutat,Audiovisuals,Festival Inclús,Associació Inclús,192,2023,Festivals,,
,7,Titularitat privada,2023-11-29T00:00:00,2023-12-31T00:00:00,3391,,Diversos espais de la ciutat,Arts visuals,DART- Festival de Cinema Documental ,Associació Cultural Dart,193,2023,Festivals,,
,10,Titularitat privada,2023-11-30T00:00:00,2023-01-12T00:00:00,505,,Disseny Hub Barcelona,Arts visuals,Festival ADCE,Associació Art Directors Club of Europe,194,2023,Festivals,,
,20,Titularitat privada,2023-01-12T00:00:00,2023-10-12T00:00:00,,,Cinema Texas,Audiovisuals,Festival de Cinema i Drets Humans de Barcelona,Ass. Derechos en Acción,195,2023,Festivals,,
,5,Titularitat privada,2023-01-12T00:00:00,2023-03-12T00:00:00,,,Antiga Fabrica ENMASA Mercedes-Benz,Música,Ombra Festival,Ombra Festival,196,2023,Festivals,,
,29,Mixta,2023-02-12T00:00:00,2023-02-12T00:00:00,1100,,Centre de Cultura Contemporània de Barcelona. CCCB,Audiovisuals,Festival Miniput,Diverses entitats,197,2023,Festivals,,
165000,29,Titularitat privada,2023-07-12T00:00:00,2023-10-12T00:00:00,,,Fira de Barcelona Gran Via,Lletres,Manga Barcelona,Fed. d'Institucions Professionals del Còmic - FICOMIC,198,2023,Fires,,
,12,Titularitat privada,2023-12-15T00:00:00,2023-12-20T00:00:00,,,Cinemes Verdi,Audiovisuals,Mostra de Cinema Italià de Barcelona. MCIB,Istituto Luce Cinecittà,199,2023,Festivals,,
,4,Ajuntament de Barcelona,2023-12-16T00:00:00,2023-12-29T00:00:00,300000,,Pl Catalunya,Multidisciplinaris i altres,Barcelona Festival de Nadal,Institut de Cultura. Ajuntament de Barcelona,200,2023,Festivals,,
,20,Municipal,2022-04-11T00:00:00,2022-11-30T00:00:00,512,,Diversos espais de la ciutat,Música,(In)fusión Flamenca. Cicle de Flamenc al Besòs,Centre Cívic Besòs. Ajuntament de Barcelona,1,2022,Festivals,,
,2,Municipal,2022-02-11T00:00:00,2022-06-11T00:00:00,5000,,Fabra i Coats Fàbrica de Creació,Lletres,42. Festival de Gèneres Fantàstics de Barcelona,Institut de Cultura. Ajuntament de Barcelona,2,2022,Festivals,,
12796,13,Privada,2022-10-22T00:00:00,2022-10-23T00:00:00,66767,,Diversos espais de la ciutat,Arts visuals,48H Open House BCN,Assoc. 48h Open House Barcelona,3,2022,Festivals,,
500,6,Privada,2022-11-21T00:00:00,2022-12-24T00:00:00,2500,,Diversos espais de la ciutat,Arts escèniques,Africa Moment,Associació Africa Moment,4,2022,Festivals,,
1500,8,Privada,2022-03-15T00:00:00,2022-03-27T00:00:00,7468,,Diversos espais de la ciutat,Audiovisuals,Americana Film Fest,Assoc. cultural per la difusió del cinema nord-americà,5,2022,Festivals,,
,16,Privada,2022-10-11T00:00:00,2022-01-12T00:00:00,60,,Diversos espais de la ciutat,Multidisciplinaris i altres,ARQUINSET,ARQ-INFAD,6,2022,Festivals,,
,9,Privada,2022-01-09T00:00:00,2022-11-30T00:00:00,8000,,Diversos espais de la ciutat,Arts visuals,Art Photo BCN,Maria Isabel Lazaro Garcia,7,2022,Festivals,,
,13,Privada,2022-10-06T00:00:00,2022-12-06T00:00:00,12000,,Diversos espais de la ciutat,Lletres,"Arts Libris. Fira internacional del llibre i edicions d'art, fotografia i disseny de Barcelona",Raíña Lupa Produccions,8,2022,Fires,,
,10,Privada,2022-10-26T00:00:00,2022-06-11T00:00:00,7600,,Diversos espais de la ciutat,Audiovisuals,Asian Film Festival,Casa Àsia,9,2022,Festivals,,
325,10,Privada,2022-01-01T00:00:00,2022-12-31T00:00:00,2244,,Diversos espais de la ciutat,Música,Bachcelona,Fund. Bachcelona,10,2022,Festivals,,
,30,Municipal,2022-09-23T00:00:00,2022-09-26T00:00:00,34500,En el marc de les festes de La Mercè.,Diversos espais de la ciutat,Música,BAM. Barcelona Acció Musical,Institut de Cultura. Ajuntament de Barcelona,11,2022,Festivals,,
,7,Privada,2022-02-07T00:00:00,2022-03-07T00:00:00,25000,,Platja del Fòrum,Música,Barcelona Beach Festival,Live Nation España,12,2022,Festivals,,
,17,Privada,2022-02-06T00:00:00,2022-06-22T00:00:00,,,Disseny Hub Barcelona,Arts visuals,Barcelona Design Week City Festival,Barcelona Centre de Disseny,13,2022,Festivals,,
,12,Municipal,2022-10-22T00:00:00,2022-10-23T00:00:00,10635,,Diversos espais de la ciutat,Arts visuals,Barcelona Dibuixa,Institut de Cultura. Ajuntament de Barcelona,14,2022,Festivals,,
,11,Municipal,2022-04-02T00:00:00,2022-04-30T00:00:00,19400,,Xarxa de centres cívics,Multidisciplinaris i altres,Barcelona Districte Cultural,Institut de Cultura. Ajuntament de Barcelona,15,2022,Festivals,,
,12,Municipal,2022-06-10T00:00:00,2022-12-28T00:00:00,19578,,Xarxa de centres cívics,Multidisciplinaris i altres,Barcelona Districte Cultural,Institut de Cultura. Ajuntament de Barcelona,16,2022,Festivals,,
,18,Privada,2022-08-07T00:00:00,2022-07-17T00:00:00,450,,Diversos espais de la ciutat,Música,Barcelona Festival of Song,Patricia Caicedo Serrano,17,2022,Festivals,,
500,8,Privada,2022-09-15T00:00:00,2022-09-18T00:00:00,13000,,Diversos espais de la ciutat,Arts visuals,Barcelona Gallery Weekend,Art Barcelona Associació de galeries,18,2022,Festivals,,
,,Privada,2022-06-03T00:00:00,2022-03-30T00:00:00,,,Diversos espais de la ciutat,Música,Barcelona Obertura Spring Festival,Ass. Barcelona Global,19,2022,Festivals,,
,9,Pública no municipal,2022-11-16T00:00:00,2022-11-17T00:00:00,650,,Diversos espais de la ciutat,Multidisciplinaris i altres,Barcelona Pensa,Universitat de Barcelona,20,2022,Festivals,,
,25,Municipal,2022-11-05T00:00:00,2022-05-18T00:00:00,6832,,Diversos espais de la ciutat,Lletres,Barcelona Poesia,Institut de Cultura. Ajuntament de Barcelona,21,2022,Festivals,,
15404,27,Privada,2022-01-22T00:00:00,2022-05-20T00:00:00,5566,,Diversos espais de la ciutat,Música,BarnaSants,Assoc. República de la Cultura,22,2022,Festivals,,
,2,Privada,2022-05-05T00:00:00,2022-10-05T00:00:00,1126,,Diversos espais de la ciutat,Audiovisuals,"Barq, Festival Internacional de Cine de Barcelona",Nihao Films,23,2022,Festivals,,
,,Privada,2022-07-10T00:00:00,2022-09-10T00:00:00,,,Fira Barcelona Montjuïc,Multidisciplinaris i altres,BAUM Festival,Urban Line Concept,24,2022,Festivals,,
,12,Municipal,2022-02-14T00:00:00,2022-02-20T00:00:00,516,,Diversos espais de la ciutat,Audiovisuals,BCN Sports Film,Fund. Barcelona Olímpica,25,2022,Festivals,,
,17,Municipal,2022-03-02T00:00:00,2022-02-13T00:00:00,6500,,Diversos espais de la ciutat,Lletres,BCNegra. Trobada de Novel·la Negra de Barcelona,Institut de Cultura. Ajuntament de Barcelona,26,2022,Festivals,,
,3,Municipal,2022-11-10T00:00:00,2022-10-16T00:00:00,22000,Edició conjunta amb Palma de Mallorca i València.,Diversos espais de la ciutat,Multidisciplinaris i altres,Biennal de pensament Ciutat Oberta ,Institut de Cultura. Ajuntament de Barcelona,27,2022,Festivals,,
,15,Privada,2022-05-11T00:00:00,2022-12-11T00:00:00,350,,Diversos espais de la ciutat,Música,BIS Festival,Associació Cultural BIS,28,2022,Festivals,,
100,5,Consorci o fundació amb presència municipal,2022-03-17T00:00:00,2022-02-20T00:00:00,1798,,Centre de Cultura Contemporània de Barcelona. CCCB,Audiovisuals,Brain Film Fest,Fund. Pasqual Maragall,29,2022,Festivals,,
150000,9,Privada,2022-01-03T00:00:00,2022-01-10T00:00:00,200000,,Diversos espais de la ciutat,Multidisciplinaris i altres,Brunch-in the City,Centris Events,30,2022,Festivals,,
1135,10,Privada,2022-10-18T00:00:00,2022-12-31T00:00:00,1320,,Diversos espais de la ciutat,Audiovisuals,Choreoscope Barcelona Dance Film Festival,Associacio Choreoscope,31,2022,Festivals,,
,23,Municipal,2022-06-11T00:00:00,2022-11-27T00:00:00,5909,,Cinemes Girona,Audiovisuals,Cicle de Cinema dels Drets dels Infants,Departament de Promoció de la Infància. Ajuntament de Barcelona,32,2022,Festivals,,
,3,Privada,2022-07-15T00:00:00,2022-07-22T00:00:00,97,,Horts de Can Soler,Audiovisuals,Cinema a la fresca,Observatori de Vïdo No Identificat,33,2022,Festivals,,
,11,Mixta,2022-10-20T00:00:00,2022-06-11T00:00:00,1850,,Filmoteca de Catalunya,Audiovisuals,Cinema Alemany Actual,Goethe-Institut Barcelona (en col·laboració amb la Filmoteca de Catalunya),34,2022,Festivals,,
